,timestamp,location,cx_id,next_loc,prev_loc
187,2019-09-02 07:38:00,fruit,59,checkout,drinks
188,2019-09-02 07:39:00,checkout,59,LEFT,fruit
189,2019-09-02 07:33:00,fruit,60,drinks,entrance
190,2019-09-02 07:35:00,drinks,60,checkout,fruit
191,2019-09-02 07:36:00,checkout,60,LEFT,drinks
192,2019-09-02 07:33:00,spices,61,drinks,entrance
193,2019-09-02 07:34:00,drinks,61,checkout,spices
194,2019-09-02 07:41:00,checkout,61,LEFT,drinks
195,2019-09-02 07:33:00,spices,62,drinks,entrance
196,2019-09-02 07:35:00,drinks,62,checkout,spices
197,2019-09-02 07:38:00,checkout,62,LEFT,drinks
198,2019-09-02 07:39:00,spices,63,drinks,entrance
199,2019-09-02 07:40:00,drinks,63,fruit,spices
200,2019-09-02 07:41:00,fruit,63,dairy,drinks
201,2019-09-02 07:43:00,dairy,63,fruit,fruit
202,2019-09-02 07:44:00,fruit,63,drinks,dairy
203,2019-09-02 07:46:00,drinks,63,checkout,fruit
204,2019-09-02 07:48:00,checkout,63,LEFT,drinks
205,2019-09-02 07:40:00,drinks,64,fruit,entrance
206,2019-09-02 07:42:00,fruit,64,drinks,drinks
207,2019-09-02 07:43:00,drinks,64,checkout,fruit
208,2019-09-02 07:45:00,checkout,64,LEFT,drinks
209,2019-09-02 07:40:00,drinks,65,dairy,entrance
210,2019-09-02 07:46:00,dairy,65,checkout,drinks
211,2019-09-02 07:47:00,checkout,65,LEFT,dairy
212,2019-09-02 07:40:00,spices,66,drinks,entrance
213,2019-09-02 07:43:00,drinks,66,spices,spices
214,2019-09-02 07:45:00,spices,66,checkout,drinks
215,2019-09-02 07:47:00,checkout,66,LEFT,spices
216,2019-09-02 07:42:00,dairy,67,spices,entrance
217,2019-09-02 07:44:00,spices,67,drinks,dairy
218,2019-09-02 07:46:00,drinks,67,checkout,spices
219,2019-09-02 07:48:00,checkout,67,LEFT,drinks
220,2019-09-02 07:42:00,spices,68,drinks,entrance
221,2019-09-02 07:45:00,drinks,68,fruit,spices
222,2019-09-02 07:48:00,fruit,68,spices,drinks
223,2019-09-02 07:50:00,spices,68,checkout,fruit
224,2019-09-02 07:52:00,checkout,68,LEFT,spices
225,2019-09-02 07:42:00,fruit,69,checkout,entrance
226,2019-09-02 07:43:00,checkout,69,LEFT,fruit
227,2019-09-02 07:42:00,spices,70,drinks,entrance
228,2019-09-02 07:44:00,drinks,70,checkout,spices
229,2019-09-02 07:47:00,checkout,70,LEFT,drinks
230,2019-09-02 07:43:00,dairy,71,fruit,entrance
231,2019-09-02 07:44:00,fruit,71,checkout,dairy
232,2019-09-02 07:51:00,checkout,71,LEFT,fruit
233,2019-09-02 07:43:00,spices,72,drinks,entrance
234,2019-09-02 07:45:00,drinks,72,checkout,spices
235,2019-09-02 07:52:00,checkout,72,LEFT,drinks
236,2019-09-02 07:43:00,dairy,73,checkout,entrance
237,2019-09-02 07:44:00,checkout,73,LEFT,dairy
238,2019-09-02 07:43:00,spices,74,fruit,entrance
239,2019-09-02 07:45:00,fruit,74,checkout,spices
240,2019-09-02 07:46:00,checkout,74,LEFT,fruit
241,2019-09-02 07:43:00,spices,75,dairy,entrance
242,2019-09-02 07:44:00,dairy,75,drinks,spices
243,2019-09-02 07:45:00,drinks,75,spices,dairy
244,2019-09-02 07:47:00,spices,75,drinks,drinks
245,2019-09-02 07:48:00,drinks,75,checkout,spices
246,2019-09-02 07:50:00,checkout,75,LEFT,drinks
247,2019-09-02 07:44:00,drinks,76,dairy,entrance
248,2019-09-02 07:49:00,dairy,76,drinks,drinks
249,2019-09-02 07:50:00,drinks,76,checkout,dairy
250,2019-09-02 07:51:00,checkout,76,LEFT,drinks
251,2019-09-02 07:44:00,fruit,77,checkout,entrance
252,2019-09-02 07:52:00,checkout,77,LEFT,fruit
253,2019-09-02 07:44:00,spices,78,dairy,entrance
254,2019-09-02 07:45:00,dairy,78,checkout,spices
255,2019-09-02 07:48:00,checkout,78,LEFT,dairy
256,2019-09-02 07:44:00,dairy,79,drinks,entrance
257,2019-09-02 07:53:00,drinks,79,checkout,dairy
258,2019-09-02 07:54:00,checkout,79,LEFT,drinks
259,2019-09-02 07:47:00,dairy,80,drinks,entrance
260,2019-09-02 07:48:00,drinks,80,spices,dairy
261,2019-09-02 07:53:00,spices,80,dairy,drinks
262,2019-09-02 07:54:00,dairy,80,fruit,spices
263,2019-09-02 07:59:00,fruit,80,checkout,dairy
264,2019-09-02 08:02:00,checkout,80,LEFT,fruit
265,2019-09-02 07:47:00,drinks,81,fruit,entrance
266,2019-09-02 07:48:00,fruit,81,checkout,drinks
267,2019-09-02 07:49:00,checkout,81,LEFT,fruit
268,2019-09-02 07:47:00,drinks,82,checkout,entrance
269,2019-09-02 07:52:00,checkout,82,LEFT,drinks
270,2019-09-02 07:47:00,fruit,83,dairy,entrance
271,2019-09-02 07:48:00,dairy,83,checkout,fruit
272,2019-09-02 07:49:00,checkout,83,LEFT,dairy
273,2019-09-02 07:48:00,fruit,84,drinks,entrance
274,2019-09-02 07:50:00,drinks,84,spices,fruit
275,2019-09-02 07:54:00,spices,84,dairy,drinks
276,2019-09-02 07:55:00,dairy,84,drinks,spices
277,2019-09-02 08:01:00,drinks,84,checkout,dairy
278,2019-09-02 08:02:00,checkout,84,LEFT,drinks
279,2019-09-02 07:48:00,drinks,85,spices,entrance
280,2019-09-02 07:49:00,spices,85,checkout,drinks
281,2019-09-02 07:50:00,checkout,85,LEFT,spices
282,2019-09-02 07:49:00,spices,86,drinks,entrance
283,2019-09-02 07:50:00,drinks,86,spices,spices
284,2019-09-02 07:51:00,spices,86,fruit,drinks
285,2019-09-02 07:53:00,fruit,86,dairy,spices
286,2019-09-02 07:55:00,dairy,86,fruit,fruit
287,2019-09-02 07:57:00,fruit,86,spices,dairy
288,2019-09-02 08:01:00,spices,86,dairy,fruit
289,2019-09-02 08:05:00,dairy,86,drinks,spices
290,2019-09-02 08:06:00,drinks,86,fruit,dairy
291,2019-09-02 08:07:00,fruit,86,drinks,drinks
292,2019-09-02 08:09:00,drinks,86,checkout,fruit
293,2019-09-02 08:12:00,checkout,86,LEFT,drinks
294,2019-09-02 07:49:00,drinks,87,checkout,entrance
295,2019-09-02 07:50:00,checkout,87,LEFT,drinks
296,2019-09-02 07:49:00,dairy,88,checkout,entrance
297,2019-09-02 07:57:00,checkout,88,LEFT,dairy
298,2019-09-02 07:49:00,drinks,89,checkout,entrance
299,2019-09-02 07:50:00,checkout,89,LEFT,drinks
300,2019-09-02 07:49:00,spices,90,checkout,entrance
301,2019-09-02 07:50:00,checkout,90,LEFT,spices
302,2019-09-02 07:52:00,fruit,91,dairy,entrance
303,2019-09-02 07:56:00,dairy,91,checkout,fruit
304,2019-09-02 07:59:00,checkout,91,LEFT,dairy
305,2019-09-02 07:52:00,dairy,92,checkout,entrance
306,2019-09-02 07:57:00,checkout,92,LEFT,dairy
307,2019-09-02 07:52:00,dairy,93,checkout,entrance
308,2019-09-02 07:53:00,checkout,93,LEFT,dairy
309,2019-09-02 07:52:00,drinks,94,dairy,entrance
310,2019-09-02 07:53:00,dairy,94,checkout,drinks
311,2019-09-02 07:54:00,checkout,94,LEFT,dairy
312,2019-09-02 07:53:00,drinks,95,fruit,entrance
313,2019-09-02 07:57:00,fruit,95,spices,drinks
314,2019-09-02 08:02:00,spices,95,dairy,fruit
315,2019-09-02 08:03:00,dairy,95,checkout,spices
316,2019-09-02 08:22:00,checkout,95,LEFT,dairy
317,2019-09-02 07:53:00,dairy,96,checkout,entrance
318,2019-09-02 07:54:00,checkout,96,LEFT,dairy
319,2019-09-02 07:54:00,fruit,97,checkout,entrance
320,2019-09-02 08:01:00,checkout,97,LEFT,fruit
321,2019-09-02 07:56:00,dairy,98,drinks,entrance
322,2019-09-02 07:57:00,drinks,98,fruit,dairy
323,2019-09-02 07:58:00,fruit,98,drinks,drinks
324,2019-09-02 07:59:00,drinks,98,checkout,fruit
325,2019-09-02 08:00:00,checkout,98,LEFT,drinks
326,2019-09-02 07:56:00,dairy,99,drinks,entrance
327,2019-09-02 07:58:00,drinks,99,spices,dairy
328,2019-09-02 08:00:00,spices,99,drinks,drinks
329,2019-09-02 08:01:00,drinks,99,checkout,spices
330,2019-09-02 08:03:00,checkout,99,LEFT,drinks
331,2019-09-02 07:56:00,drinks,100,checkout,entrance
332,2019-09-02 08:03:00,checkout,100,LEFT,drinks
333,2019-09-02 07:56:00,fruit,101,checkout,entrance
334,2019-09-02 08:00:00,checkout,101,LEFT,fruit
335,2019-09-02 07:56:00,dairy,102,checkout,entrance
336,2019-09-02 08:01:00,checkout,102,LEFT,dairy
337,2019-09-02 08:02:00,dairy,103,drinks,entrance
338,2019-09-02 08:04:00,drinks,103,spices,dairy
339,2019-09-02 08:05:00,spices,103,drinks,drinks
340,2019-09-02 08:06:00,drinks,103,checkout,spices
341,2019-09-02 08:08:00,checkout,103,LEFT,drinks
342,2019-09-02 08:02:00,fruit,104,spices,entrance
343,2019-09-02 08:08:00,spices,104,drinks,fruit
344,2019-09-02 08:09:00,drinks,104,spices,spices
345,2019-09-02 08:11:00,spices,104,dairy,drinks
346,2019-09-02 08:12:00,dairy,104,fruit,spices
347,2019-09-02 08:15:00,fruit,104,checkout,dairy
348,2019-09-02 08:24:00,checkout,104,LEFT,fruit
349,2019-09-02 08:02:00,fruit,105,checkout,entrance
350,2019-09-02 08:03:00,checkout,105,LEFT,fruit
351,2019-09-02 08:03:00,drinks,106,spices,entrance
352,2019-09-02 08:04:00,spices,106,checkout,drinks
353,2019-09-02 08:06:00,checkout,106,LEFT,spices
354,2019-09-02 08:03:00,dairy,107,spices,entrance
355,2019-09-02 08:18:00,spices,107,checkout,dairy
356,2019-09-02 08:19:00,checkout,107,LEFT,spices
357,2019-09-02 08:03:00,fruit,108,dairy,entrance
358,2019-09-02 08:06:00,dairy,108,checkout,fruit
359,2019-09-02 08:07:00,checkout,108,LEFT,dairy
360,2019-09-02 08:05:00,dairy,109,spices,entrance
361,2019-09-02 08:33:00,spices,109,drinks,dairy
362,2019-09-02 08:34:00,drinks,109,fruit,spices
363,2019-09-02 08:37:00,fruit,109,dairy,drinks
364,2019-09-02 08:39:00,dairy,109,spices,fruit
365,2019-09-02 08:44:00,spices,109,fruit,dairy
366,2019-09-02 08:45:00,fruit,109,spices,spices
367,2019-09-02 08:46:00,spices,109,drinks,fruit
368,2019-09-02 08:48:00,drinks,109,checkout,spices
369,2019-09-02 08:50:00,checkout,109,LEFT,drinks
370,2019-09-02 08:05:00,spices,110,dairy,entrance
371,2019-09-02 08:08:00,dairy,110,checkout,spices
372,2019-09-02 08:11:00,checkout,110,LEFT,dairy
373,2019-09-02 08:06:00,fruit,111,dairy,entrance
374,2019-09-02 08:13:00,dairy,111,checkout,fruit
375,2019-09-02 08:15:00,checkout,111,LEFT,dairy
376,2019-09-02 08:06:00,fruit,112,dairy,entrance
377,2019-09-02 08:07:00,dairy,112,checkout,fruit
378,2019-09-02 08:13:00,checkout,112,LEFT,dairy
379,2019-09-02 08:06:00,dairy,113,drinks,entrance
380,2019-09-02 08:08:00,drinks,113,fruit,dairy
381,2019-09-02 08:09:00,fruit,113,checkout,drinks
382,2019-09-02 08:11:00,checkout,113,LEFT,fruit
383,2019-09-02 08:06:00,drinks,114,checkout,entrance
384,2019-09-02 08:07:00,checkout,114,LEFT,drinks
385,2019-09-02 08:07:00,fruit,115,checkout,entrance
386,2019-09-02 08:14:00,checkout,115,LEFT,fruit
387,2019-09-02 08:07:00,drinks,116,checkout,entrance
388,2019-09-02 08:08:00,checkout,116,LEFT,drinks
389,2019-09-02 08:10:00,dairy,117,spices,entrance
390,2019-09-02 08:12:00,spices,117,drinks,dairy
391,2019-09-02 08:16:00,drinks,117,checkout,spices
392,2019-09-02 08:17:00,checkout,117,LEFT,drinks
393,2019-09-02 08:10:00,fruit,118,checkout,entrance
394,2019-09-02 08:12:00,checkout,118,LEFT,fruit
395,2019-09-02 08:10:00,drinks,119,checkout,entrance
396,2019-09-02 08:11:00,checkout,119,LEFT,drinks
397,2019-09-02 08:11:00,spices,120,dairy,entrance
398,2019-09-02 08:14:00,dairy,120,checkout,spices
399,2019-09-02 08:15:00,checkout,120,LEFT,dairy
400,2019-09-02 08:11:00,dairy,121,checkout,entrance
401,2019-09-02 08:16:00,checkout,121,LEFT,dairy
402,2019-09-02 08:11:00,dairy,122,drinks,entrance
403,2019-09-02 08:16:00,drinks,122,checkout,dairy
404,2019-09-02 08:17:00,checkout,122,LEFT,drinks
405,2019-09-02 08:13:00,drinks,123,dairy,entrance
406,2019-09-02 08:17:00,dairy,123,checkout,drinks
407,2019-09-02 08:18:00,checkout,123,LEFT,dairy
408,2019-09-02 08:14:00,fruit,124,checkout,entrance
409,2019-09-02 08:16:00,checkout,124,LEFT,fruit
410,2019-09-02 08:14:00,fruit,125,checkout,entrance
411,2019-09-02 08:16:00,checkout,125,LEFT,fruit
412,2019-09-02 08:14:00,fruit,126,checkout,entrance
413,2019-09-02 08:21:00,checkout,126,LEFT,fruit
414,2019-09-02 08:16:00,spices,127,fruit,entrance
415,2019-09-02 08:17:00,fruit,127,spices,spices
416,2019-09-02 08:18:00,spices,127,checkout,fruit
417,2019-09-02 08:19:00,checkout,127,LEFT,spices
418,2019-09-02 08:16:00,fruit,128,checkout,entrance
419,2019-09-02 08:22:00,checkout,128,LEFT,fruit
420,2019-09-02 08:16:00,spices,129,checkout,entrance
421,2019-09-02 08:17:00,checkout,129,LEFT,spices
422,2019-09-02 08:16:00,drinks,130,checkout,entrance
423,2019-09-02 08:18:00,checkout,130,LEFT,drinks
424,2019-09-02 08:20:00,dairy,131,checkout,entrance
425,2019-09-02 08:21:00,checkout,131,LEFT,dairy
426,2019-09-02 08:21:00,fruit,132,checkout,entrance
427,2019-09-02 08:23:00,checkout,132,LEFT,fruit
428,2019-09-02 08:22:00,dairy,133,drinks,entrance
429,2019-09-02 08:25:00,drinks,133,spices,dairy
430,2019-09-02 08:33:00,spices,133,dairy,drinks
431,2019-09-02 08:36:00,dairy,133,spices,spices
432,2019-09-02 08:41:00,spices,133,dairy,dairy
433,2019-09-02 08:45:00,dairy,133,fruit,spices
434,2019-09-02 08:46:00,fruit,133,checkout,dairy
435,2019-09-02 08:47:00,checkout,133,LEFT,fruit
436,2019-09-02 08:22:00,drinks,134,checkout,entrance
437,2019-09-02 08:26:00,checkout,134,LEFT,drinks
438,2019-09-02 08:22:00,dairy,135,checkout,entrance
439,2019-09-02 08:26:00,checkout,135,LEFT,dairy
440,2019-09-02 08:22:00,dairy,136,drinks,entrance
441,2019-09-02 08:26:00,drinks,136,fruit,dairy
442,2019-09-02 08:27:00,fruit,136,checkout,drinks
443,2019-09-02 08:28:00,checkout,136,LEFT,fruit
444,2019-09-02 08:22:00,fruit,137,checkout,entrance
445,2019-09-02 08:26:00,checkout,137,LEFT,fruit
446,2019-09-02 08:22:00,fruit,138,dairy,entrance
447,2019-09-02 08:23:00,dairy,138,spices,fruit
448,2019-09-02 08:24:00,spices,138,drinks,dairy
449,2019-09-02 08:25:00,drinks,138,checkout,spices
450,2019-09-02 08:29:00,checkout,138,LEFT,drinks
451,2019-09-02 08:22:00,dairy,139,checkout,entrance
452,2019-09-02 08:25:00,checkout,139,LEFT,dairy
453,2019-09-02 08:22:00,fruit,140,checkout,entrance
454,2019-09-02 08:25:00,checkout,140,LEFT,fruit
455,2019-09-02 08:23:00,fruit,141,checkout,entrance
456,2019-09-02 08:25:00,checkout,141,LEFT,fruit
457,2019-09-02 08:23:00,dairy,142,drinks,entrance
458,2019-09-02 08:28:00,drinks,142,checkout,dairy
459,2019-09-02 08:30:00,checkout,142,LEFT,drinks
460,2019-09-02 08:23:00,dairy,143,drinks,entrance
461,2019-09-02 08:26:00,drinks,143,checkout,dairy
462,2019-09-02 08:27:00,checkout,143,LEFT,drinks
463,2019-09-02 08:26:00,drinks,144,spices,entrance
464,2019-09-02 08:31:00,spices,144,drinks,drinks
465,2019-09-02 08:35:00,drinks,144,checkout,spices
466,2019-09-02 08:36:00,checkout,144,LEFT,drinks
467,2019-09-02 08:26:00,drinks,145,checkout,entrance
468,2019-09-02 08:27:00,checkout,145,LEFT,drinks
469,2019-09-02 08:26:00,dairy,146,spices,entrance
470,2019-09-02 08:28:00,spices,146,drinks,dairy
471,2019-09-02 08:29:00,drinks,146,spices,spices
472,2019-09-02 08:31:00,spices,146,checkout,drinks
473,2019-09-02 08:33:00,checkout,146,LEFT,spices
474,2019-09-02 08:28:00,dairy,147,fruit,entrance
475,2019-09-02 08:30:00,fruit,147,spices,dairy
476,2019-09-02 08:31:00,spices,147,fruit,fruit
477,2019-09-02 08:32:00,fruit,147,drinks,spices
478,2019-09-02 08:34:00,drinks,147,checkout,fruit
479,2019-09-02 08:38:00,checkout,147,LEFT,drinks
480,2019-09-02 08:28:00,spices,148,checkout,entrance
481,2019-09-02 08:30:00,checkout,148,LEFT,spices
