,timestamp,cx_id,location,next_loc,prev_loc
40,2019-09-02 07:06:00,14,fruit,checkout,entrance
41,2019-09-02 07:09:00,14,checkout,LEFT,fruit
42,2019-09-02 07:07:00,15,spices,fruit,entrance
43,2019-09-02 07:08:00,15,fruit,checkout,spices
44,2019-09-02 07:12:00,15,checkout,LEFT,fruit
45,2019-09-02 07:07:00,16,dairy,spices,entrance
46,2019-09-02 07:09:00,16,spices,checkout,dairy
47,2019-09-02 07:11:00,16,checkout,LEFT,spices
48,2019-09-02 07:11:00,17,fruit,checkout,entrance
49,2019-09-02 07:22:00,17,checkout,LEFT,fruit
50,2019-09-02 07:12:00,18,fruit,dairy,entrance
51,2019-09-02 07:14:00,18,dairy,checkout,fruit
52,2019-09-02 07:17:00,18,checkout,LEFT,dairy
53,2019-09-02 07:12:00,19,spices,drinks,entrance
54,2019-09-02 07:13:00,19,drinks,checkout,spices
55,2019-09-02 07:20:00,19,checkout,LEFT,drinks
56,2019-09-02 07:12:00,20,drinks,checkout,entrance
57,2019-09-02 07:14:00,20,checkout,LEFT,drinks
58,2019-09-02 07:13:00,21,drinks,spices,entrance
59,2019-09-02 07:15:00,21,spices,checkout,drinks
60,2019-09-02 07:16:00,21,checkout,LEFT,spices
61,2019-09-02 07:13:00,22,fruit,dairy,entrance
62,2019-09-02 07:15:00,22,dairy,checkout,fruit
63,2019-09-02 07:17:00,22,checkout,LEFT,dairy
64,2019-09-02 07:14:00,23,fruit,checkout,entrance
65,2019-09-02 07:15:00,23,checkout,LEFT,fruit
66,2019-09-02 07:14:00,24,drinks,checkout,entrance
67,2019-09-02 07:20:00,24,checkout,LEFT,drinks
68,2019-09-02 07:16:00,25,spices,dairy,entrance
69,2019-09-02 07:17:00,25,dairy,spices,spices
70,2019-09-02 07:18:00,25,spices,drinks,dairy
71,2019-09-02 07:19:00,25,drinks,checkout,spices
72,2019-09-02 07:22:00,25,checkout,LEFT,drinks
73,2019-09-02 07:16:00,26,fruit,dairy,entrance
74,2019-09-02 07:20:00,26,dairy,checkout,fruit
75,2019-09-02 07:24:00,26,checkout,LEFT,dairy
76,2019-09-02 07:16:00,27,spices,dairy,entrance
77,2019-09-02 07:19:00,27,dairy,checkout,spices
78,2019-09-02 07:33:00,27,checkout,LEFT,dairy
79,2019-09-02 07:16:00,28,drinks,checkout,entrance
80,2019-09-02 07:19:00,28,checkout,LEFT,drinks
81,2019-09-02 07:16:00,29,drinks,checkout,entrance
82,2019-09-02 07:18:00,29,checkout,LEFT,drinks
83,2019-09-02 07:17:00,30,spices,drinks,entrance
84,2019-09-02 07:18:00,30,drinks,fruit,spices
85,2019-09-02 07:19:00,30,fruit,dairy,drinks
86,2019-09-02 07:20:00,30,dairy,fruit,fruit
87,2019-09-02 07:21:00,30,fruit,checkout,dairy
88,2019-09-02 07:23:00,30,checkout,LEFT,fruit
89,2019-09-02 07:17:00,31,spices,checkout,entrance
90,2019-09-02 07:18:00,31,checkout,LEFT,spices
91,2019-09-02 07:17:00,32,drinks,checkout,entrance
92,2019-09-02 07:20:00,32,checkout,LEFT,drinks
93,2019-09-02 07:17:00,33,fruit,dairy,entrance
94,2019-09-02 07:20:00,33,dairy,spices,fruit
95,2019-09-02 07:22:00,33,spices,dairy,dairy
96,2019-09-02 07:23:00,33,dairy,drinks,spices
97,2019-09-02 07:24:00,33,drinks,spices,dairy
98,2019-09-02 07:26:00,33,spices,drinks,drinks
99,2019-09-02 07:27:00,33,drinks,checkout,spices
100,2019-09-02 07:33:00,33,checkout,LEFT,drinks
101,2019-09-02 07:17:00,34,spices,drinks,entrance
102,2019-09-02 07:18:00,34,drinks,spices,spices
103,2019-09-02 07:25:00,34,spices,fruit,drinks
104,2019-09-02 07:26:00,34,fruit,checkout,spices
105,2019-09-02 07:27:00,34,checkout,LEFT,fruit
106,2019-09-02 07:18:00,35,dairy,drinks,entrance
107,2019-09-02 07:19:00,35,drinks,checkout,dairy
108,2019-09-02 07:22:00,35,checkout,LEFT,drinks
109,2019-09-02 07:20:00,36,dairy,checkout,entrance
110,2019-09-02 07:21:00,36,checkout,LEFT,dairy
111,2019-09-02 07:22:00,37,fruit,checkout,entrance
112,2019-09-02 07:26:00,37,checkout,LEFT,fruit
113,2019-09-02 07:22:00,38,fruit,dairy,entrance
114,2019-09-02 07:26:00,38,dairy,checkout,fruit
115,2019-09-02 07:29:00,38,checkout,LEFT,dairy
116,2019-09-02 07:26:00,39,dairy,checkout,entrance
117,2019-09-02 07:27:00,39,checkout,LEFT,dairy
118,2019-09-02 07:26:00,40,dairy,spices,entrance
119,2019-09-02 07:29:00,40,spices,checkout,dairy
120,2019-09-02 07:30:00,40,checkout,LEFT,spices
121,2019-09-02 07:26:00,41,drinks,dairy,entrance
122,2019-09-02 07:27:00,41,dairy,spices,drinks
123,2019-09-02 07:28:00,41,spices,drinks,dairy
124,2019-09-02 07:30:00,41,drinks,checkout,spices
125,2019-09-02 07:33:00,41,checkout,LEFT,drinks
126,2019-09-02 07:26:00,42,dairy,spices,entrance
127,2019-09-02 07:30:00,42,spices,fruit,dairy
128,2019-09-02 07:32:00,42,fruit,dairy,spices
129,2019-09-02 07:33:00,42,dairy,checkout,fruit
130,2019-09-02 07:44:00,42,checkout,LEFT,dairy
131,2019-09-02 07:26:00,43,fruit,dairy,entrance
132,2019-09-02 07:28:00,43,dairy,fruit,fruit
133,2019-09-02 07:39:00,43,fruit,dairy,dairy
134,2019-09-02 07:41:00,43,dairy,checkout,fruit
135,2019-09-02 07:43:00,43,checkout,LEFT,dairy
136,2019-09-02 07:26:00,44,fruit,checkout,entrance
137,2019-09-02 07:27:00,44,checkout,LEFT,fruit
138,2019-09-02 07:26:00,45,spices,dairy,entrance
139,2019-09-02 07:27:00,45,dairy,fruit,spices
140,2019-09-02 07:30:00,45,fruit,drinks,dairy
141,2019-09-02 07:31:00,45,drinks,fruit,fruit
142,2019-09-02 07:34:00,45,fruit,dairy,drinks
143,2019-09-02 07:36:00,45,dairy,checkout,fruit
144,2019-09-02 07:55:00,45,checkout,LEFT,dairy
145,2019-09-02 07:26:00,46,fruit,checkout,entrance
146,2019-09-02 07:27:00,46,checkout,LEFT,fruit
147,2019-09-02 07:27:00,47,drinks,fruit,entrance
148,2019-09-02 07:28:00,47,fruit,dairy,drinks
149,2019-09-02 07:32:00,47,dairy,checkout,fruit
150,2019-09-02 07:36:00,47,checkout,LEFT,dairy
151,2019-09-02 07:27:00,48,drinks,checkout,entrance
152,2019-09-02 07:28:00,48,checkout,LEFT,drinks
153,2019-09-02 07:27:00,49,spices,checkout,entrance
154,2019-09-02 07:28:00,49,checkout,LEFT,spices
155,2019-09-02 07:28:00,50,fruit,drinks,entrance
156,2019-09-02 07:29:00,50,drinks,spices,fruit
157,2019-09-02 07:31:00,50,spices,checkout,drinks
158,2019-09-02 07:32:00,50,checkout,LEFT,spices
159,2019-09-02 07:28:00,51,fruit,dairy,entrance
160,2019-09-02 07:31:00,51,dairy,checkout,fruit
161,2019-09-02 07:33:00,51,checkout,LEFT,dairy
162,2019-09-02 07:29:00,52,drinks,spices,entrance
163,2019-09-02 07:31:00,52,spices,fruit,drinks
164,2019-09-02 07:33:00,52,fruit,drinks,spices
165,2019-09-02 07:36:00,52,drinks,fruit,fruit
166,2019-09-02 07:37:00,52,fruit,checkout,drinks
167,2019-09-02 07:39:00,52,checkout,LEFT,fruit
168,2019-09-02 07:29:00,53,fruit,checkout,entrance
169,2019-09-02 07:32:00,53,checkout,LEFT,fruit
170,2019-09-02 07:30:00,54,spices,dairy,entrance
171,2019-09-02 07:31:00,54,dairy,checkout,spices
172,2019-09-02 07:37:00,54,checkout,LEFT,dairy
173,2019-09-02 07:30:00,55,spices,dairy,entrance
174,2019-09-02 07:32:00,55,dairy,checkout,spices
175,2019-09-02 07:35:00,55,checkout,LEFT,dairy
176,2019-09-02 07:30:00,56,fruit,dairy,entrance
177,2019-09-02 07:33:00,56,dairy,spices,fruit
178,2019-09-02 07:34:00,56,spices,drinks,dairy
179,2019-09-02 07:35:00,56,drinks,checkout,spices
180,2019-09-02 07:40:00,56,checkout,LEFT,drinks
181,2019-09-02 07:30:00,57,fruit,checkout,entrance
182,2019-09-02 07:31:00,57,checkout,LEFT,fruit
183,2019-09-02 07:30:00,58,drinks,checkout,entrance
184,2019-09-02 07:32:00,58,checkout,LEFT,drinks
185,2019-09-02 07:30:00,59,dairy,drinks,entrance
186,2019-09-02 07:35:00,59,drinks,fruit,dairy
187,2019-09-02 07:38:00,59,fruit,checkout,drinks
188,2019-09-02 07:39:00,59,checkout,LEFT,fruit
189,2019-09-02 07:33:00,60,fruit,drinks,entrance
190,2019-09-02 07:35:00,60,drinks,checkout,fruit
191,2019-09-02 07:36:00,60,checkout,LEFT,drinks
192,2019-09-02 07:33:00,61,spices,drinks,entrance
193,2019-09-02 07:34:00,61,drinks,checkout,spices
194,2019-09-02 07:41:00,61,checkout,LEFT,drinks
195,2019-09-02 07:33:00,62,spices,drinks,entrance
196,2019-09-02 07:35:00,62,drinks,checkout,spices
197,2019-09-02 07:38:00,62,checkout,LEFT,drinks
198,2019-09-02 07:39:00,63,spices,drinks,entrance
199,2019-09-02 07:40:00,63,drinks,fruit,spices
200,2019-09-02 07:41:00,63,fruit,dairy,drinks
201,2019-09-02 07:43:00,63,dairy,fruit,fruit
202,2019-09-02 07:44:00,63,fruit,drinks,dairy
203,2019-09-02 07:46:00,63,drinks,checkout,fruit
204,2019-09-02 07:48:00,63,checkout,LEFT,drinks
205,2019-09-02 07:40:00,64,drinks,fruit,entrance
206,2019-09-02 07:42:00,64,fruit,drinks,drinks
207,2019-09-02 07:43:00,64,drinks,checkout,fruit
208,2019-09-02 07:45:00,64,checkout,LEFT,drinks
209,2019-09-02 07:40:00,65,drinks,dairy,entrance
210,2019-09-02 07:46:00,65,dairy,checkout,drinks
211,2019-09-02 07:47:00,65,checkout,LEFT,dairy
212,2019-09-02 07:40:00,66,spices,drinks,entrance
213,2019-09-02 07:43:00,66,drinks,spices,spices
214,2019-09-02 07:45:00,66,spices,checkout,drinks
215,2019-09-02 07:47:00,66,checkout,LEFT,spices
216,2019-09-02 07:42:00,67,dairy,spices,entrance
217,2019-09-02 07:44:00,67,spices,drinks,dairy
218,2019-09-02 07:46:00,67,drinks,checkout,spices
219,2019-09-02 07:48:00,67,checkout,LEFT,drinks
220,2019-09-02 07:42:00,68,spices,drinks,entrance
221,2019-09-02 07:45:00,68,drinks,fruit,spices
222,2019-09-02 07:48:00,68,fruit,spices,drinks
223,2019-09-02 07:50:00,68,spices,checkout,fruit
224,2019-09-02 07:52:00,68,checkout,LEFT,spices
225,2019-09-02 07:42:00,69,fruit,checkout,entrance
226,2019-09-02 07:43:00,69,checkout,LEFT,fruit
227,2019-09-02 07:42:00,70,spices,drinks,entrance
228,2019-09-02 07:44:00,70,drinks,checkout,spices
229,2019-09-02 07:47:00,70,checkout,LEFT,drinks
230,2019-09-02 07:43:00,71,dairy,fruit,entrance
231,2019-09-02 07:44:00,71,fruit,checkout,dairy
232,2019-09-02 07:51:00,71,checkout,LEFT,fruit
233,2019-09-02 07:43:00,72,spices,drinks,entrance
234,2019-09-02 07:45:00,72,drinks,checkout,spices
235,2019-09-02 07:52:00,72,checkout,LEFT,drinks
236,2019-09-02 07:43:00,73,dairy,checkout,entrance
237,2019-09-02 07:44:00,73,checkout,LEFT,dairy
238,2019-09-02 07:43:00,74,spices,fruit,entrance
239,2019-09-02 07:45:00,74,fruit,checkout,spices
240,2019-09-02 07:46:00,74,checkout,LEFT,fruit
241,2019-09-02 07:43:00,75,spices,dairy,entrance
242,2019-09-02 07:44:00,75,dairy,drinks,spices
243,2019-09-02 07:45:00,75,drinks,spices,dairy
244,2019-09-02 07:47:00,75,spices,drinks,drinks
245,2019-09-02 07:48:00,75,drinks,checkout,spices
246,2019-09-02 07:50:00,75,checkout,LEFT,drinks
247,2019-09-02 07:44:00,76,drinks,dairy,entrance
248,2019-09-02 07:49:00,76,dairy,drinks,drinks
249,2019-09-02 07:50:00,76,drinks,checkout,dairy
250,2019-09-02 07:51:00,76,checkout,LEFT,drinks
251,2019-09-02 07:44:00,77,fruit,checkout,entrance
252,2019-09-02 07:52:00,77,checkout,LEFT,fruit
253,2019-09-02 07:44:00,78,spices,dairy,entrance
254,2019-09-02 07:45:00,78,dairy,checkout,spices
255,2019-09-02 07:48:00,78,checkout,LEFT,dairy
256,2019-09-02 07:44:00,79,dairy,drinks,entrance
257,2019-09-02 07:53:00,79,drinks,checkout,dairy
258,2019-09-02 07:54:00,79,checkout,LEFT,drinks
259,2019-09-02 07:47:00,80,dairy,drinks,entrance
260,2019-09-02 07:48:00,80,drinks,spices,dairy
261,2019-09-02 07:53:00,80,spices,dairy,drinks
262,2019-09-02 07:54:00,80,dairy,fruit,spices
263,2019-09-02 07:59:00,80,fruit,checkout,dairy
264,2019-09-02 08:02:00,80,checkout,LEFT,fruit
265,2019-09-02 07:47:00,81,drinks,fruit,entrance
266,2019-09-02 07:48:00,81,fruit,checkout,drinks
267,2019-09-02 07:49:00,81,checkout,LEFT,fruit
268,2019-09-02 07:47:00,82,drinks,checkout,entrance
269,2019-09-02 07:52:00,82,checkout,LEFT,drinks
270,2019-09-02 07:47:00,83,fruit,dairy,entrance
271,2019-09-02 07:48:00,83,dairy,checkout,fruit
272,2019-09-02 07:49:00,83,checkout,LEFT,dairy
273,2019-09-02 07:48:00,84,fruit,drinks,entrance
274,2019-09-02 07:50:00,84,drinks,spices,fruit
275,2019-09-02 07:54:00,84,spices,dairy,drinks
276,2019-09-02 07:55:00,84,dairy,drinks,spices
277,2019-09-02 08:01:00,84,drinks,checkout,dairy
278,2019-09-02 08:02:00,84,checkout,LEFT,drinks
279,2019-09-02 07:48:00,85,drinks,spices,entrance
280,2019-09-02 07:49:00,85,spices,checkout,drinks
281,2019-09-02 07:50:00,85,checkout,LEFT,spices
282,2019-09-02 07:49:00,86,spices,drinks,entrance
283,2019-09-02 07:50:00,86,drinks,spices,spices
284,2019-09-02 07:51:00,86,spices,fruit,drinks
285,2019-09-02 07:53:00,86,fruit,dairy,spices
286,2019-09-02 07:55:00,86,dairy,fruit,fruit
287,2019-09-02 07:57:00,86,fruit,spices,dairy
288,2019-09-02 08:01:00,86,spices,dairy,fruit
289,2019-09-02 08:05:00,86,dairy,drinks,spices
290,2019-09-02 08:06:00,86,drinks,fruit,dairy
291,2019-09-02 08:07:00,86,fruit,drinks,drinks
292,2019-09-02 08:09:00,86,drinks,checkout,fruit
293,2019-09-02 08:12:00,86,checkout,LEFT,drinks
294,2019-09-02 07:49:00,87,drinks,checkout,entrance
295,2019-09-02 07:50:00,87,checkout,LEFT,drinks
296,2019-09-02 07:49:00,88,dairy,checkout,entrance
297,2019-09-02 07:57:00,88,checkout,LEFT,dairy
298,2019-09-02 07:49:00,89,drinks,checkout,entrance
299,2019-09-02 07:50:00,89,checkout,LEFT,drinks
300,2019-09-02 07:49:00,90,spices,checkout,entrance
301,2019-09-02 07:50:00,90,checkout,LEFT,spices
302,2019-09-02 07:52:00,91,fruit,dairy,entrance
303,2019-09-02 07:56:00,91,dairy,checkout,fruit
304,2019-09-02 07:59:00,91,checkout,LEFT,dairy
305,2019-09-02 07:52:00,92,dairy,checkout,entrance
306,2019-09-02 07:57:00,92,checkout,LEFT,dairy
307,2019-09-02 07:52:00,93,dairy,checkout,entrance
308,2019-09-02 07:53:00,93,checkout,LEFT,dairy
309,2019-09-02 07:52:00,94,drinks,dairy,entrance
310,2019-09-02 07:53:00,94,dairy,checkout,drinks
311,2019-09-02 07:54:00,94,checkout,LEFT,dairy
312,2019-09-02 07:53:00,95,drinks,fruit,entrance
313,2019-09-02 07:57:00,95,fruit,spices,drinks
314,2019-09-02 08:02:00,95,spices,dairy,fruit
315,2019-09-02 08:03:00,95,dairy,checkout,spices
316,2019-09-02 08:22:00,95,checkout,LEFT,dairy
317,2019-09-02 07:53:00,96,dairy,checkout,entrance
318,2019-09-02 07:54:00,96,checkout,LEFT,dairy
319,2019-09-02 07:54:00,97,fruit,checkout,entrance
320,2019-09-02 08:01:00,97,checkout,LEFT,fruit
321,2019-09-02 07:56:00,98,dairy,drinks,entrance
322,2019-09-02 07:57:00,98,drinks,fruit,dairy
323,2019-09-02 07:58:00,98,fruit,drinks,drinks
324,2019-09-02 07:59:00,98,drinks,checkout,fruit
325,2019-09-02 08:00:00,98,checkout,LEFT,drinks
326,2019-09-02 07:56:00,99,dairy,drinks,entrance
327,2019-09-02 07:58:00,99,drinks,spices,dairy
328,2019-09-02 08:00:00,99,spices,drinks,drinks
329,2019-09-02 08:01:00,99,drinks,checkout,spices
330,2019-09-02 08:03:00,99,checkout,LEFT,drinks
331,2019-09-02 07:56:00,100,drinks,checkout,entrance
332,2019-09-02 08:03:00,100,checkout,LEFT,drinks
333,2019-09-02 07:56:00,101,fruit,checkout,entrance
334,2019-09-02 08:00:00,101,checkout,LEFT,fruit
335,2019-09-02 07:56:00,102,dairy,checkout,entrance
336,2019-09-02 08:01:00,102,checkout,LEFT,dairy
337,2019-09-02 08:02:00,103,dairy,drinks,entrance
338,2019-09-02 08:04:00,103,drinks,spices,dairy
339,2019-09-02 08:05:00,103,spices,drinks,drinks
340,2019-09-02 08:06:00,103,drinks,checkout,spices
341,2019-09-02 08:08:00,103,checkout,LEFT,drinks
342,2019-09-02 08:02:00,104,fruit,spices,entrance
343,2019-09-02 08:08:00,104,spices,drinks,fruit
344,2019-09-02 08:09:00,104,drinks,spices,spices
345,2019-09-02 08:11:00,104,spices,dairy,drinks
346,2019-09-02 08:12:00,104,dairy,fruit,spices
347,2019-09-02 08:15:00,104,fruit,checkout,dairy
348,2019-09-02 08:24:00,104,checkout,LEFT,fruit
349,2019-09-02 08:02:00,105,fruit,checkout,entrance
350,2019-09-02 08:03:00,105,checkout,LEFT,fruit
351,2019-09-02 08:03:00,106,drinks,spices,entrance
352,2019-09-02 08:04:00,106,spices,checkout,drinks
353,2019-09-02 08:06:00,106,checkout,LEFT,spices
354,2019-09-02 08:03:00,107,dairy,spices,entrance
355,2019-09-02 08:18:00,107,spices,checkout,dairy
356,2019-09-02 08:19:00,107,checkout,LEFT,spices
357,2019-09-02 08:03:00,108,fruit,dairy,entrance
358,2019-09-02 08:06:00,108,dairy,checkout,fruit
359,2019-09-02 08:07:00,108,checkout,LEFT,dairy
360,2019-09-02 08:05:00,109,dairy,spices,entrance
361,2019-09-02 08:33:00,109,spices,drinks,dairy
362,2019-09-02 08:34:00,109,drinks,fruit,spices
363,2019-09-02 08:37:00,109,fruit,dairy,drinks
364,2019-09-02 08:39:00,109,dairy,spices,fruit
365,2019-09-02 08:44:00,109,spices,fruit,dairy
366,2019-09-02 08:45:00,109,fruit,spices,spices
367,2019-09-02 08:46:00,109,spices,drinks,fruit
368,2019-09-02 08:48:00,109,drinks,checkout,spices
369,2019-09-02 08:50:00,109,checkout,LEFT,drinks
370,2019-09-02 08:05:00,110,spices,dairy,entrance
371,2019-09-02 08:08:00,110,dairy,checkout,spices
372,2019-09-02 08:11:00,110,checkout,LEFT,dairy
373,2019-09-02 08:06:00,111,fruit,dairy,entrance
374,2019-09-02 08:13:00,111,dairy,checkout,fruit
375,2019-09-02 08:15:00,111,checkout,LEFT,dairy
376,2019-09-02 08:06:00,112,fruit,dairy,entrance
377,2019-09-02 08:07:00,112,dairy,checkout,fruit
378,2019-09-02 08:13:00,112,checkout,LEFT,dairy
379,2019-09-02 08:06:00,113,dairy,drinks,entrance
380,2019-09-02 08:08:00,113,drinks,fruit,dairy
381,2019-09-02 08:09:00,113,fruit,checkout,drinks
382,2019-09-02 08:11:00,113,checkout,LEFT,fruit
383,2019-09-02 08:06:00,114,drinks,checkout,entrance
384,2019-09-02 08:07:00,114,checkout,LEFT,drinks
385,2019-09-02 08:07:00,115,fruit,checkout,entrance
386,2019-09-02 08:14:00,115,checkout,LEFT,fruit
387,2019-09-02 08:07:00,116,drinks,checkout,entrance
388,2019-09-02 08:08:00,116,checkout,LEFT,drinks
389,2019-09-02 08:10:00,117,dairy,spices,entrance
390,2019-09-02 08:12:00,117,spices,drinks,dairy
391,2019-09-02 08:16:00,117,drinks,checkout,spices
392,2019-09-02 08:17:00,117,checkout,LEFT,drinks
393,2019-09-02 08:10:00,118,fruit,checkout,entrance
394,2019-09-02 08:12:00,118,checkout,LEFT,fruit
395,2019-09-02 08:10:00,119,drinks,checkout,entrance
396,2019-09-02 08:11:00,119,checkout,LEFT,drinks
397,2019-09-02 08:11:00,120,spices,dairy,entrance
398,2019-09-02 08:14:00,120,dairy,checkout,spices
399,2019-09-02 08:15:00,120,checkout,LEFT,dairy
400,2019-09-02 08:11:00,121,dairy,checkout,entrance
401,2019-09-02 08:16:00,121,checkout,LEFT,dairy
402,2019-09-02 08:11:00,122,dairy,drinks,entrance
403,2019-09-02 08:16:00,122,drinks,checkout,dairy
404,2019-09-02 08:17:00,122,checkout,LEFT,drinks
405,2019-09-02 08:13:00,123,drinks,dairy,entrance
406,2019-09-02 08:17:00,123,dairy,checkout,drinks
407,2019-09-02 08:18:00,123,checkout,LEFT,dairy
408,2019-09-02 08:14:00,124,fruit,checkout,entrance
409,2019-09-02 08:16:00,124,checkout,LEFT,fruit
410,2019-09-02 08:14:00,125,fruit,checkout,entrance
411,2019-09-02 08:16:00,125,checkout,LEFT,fruit
412,2019-09-02 08:14:00,126,fruit,checkout,entrance
413,2019-09-02 08:21:00,126,checkout,LEFT,fruit
414,2019-09-02 08:16:00,127,spices,fruit,entrance
415,2019-09-02 08:17:00,127,fruit,spices,spices
416,2019-09-02 08:18:00,127,spices,checkout,fruit
417,2019-09-02 08:19:00,127,checkout,LEFT,spices
418,2019-09-02 08:16:00,128,fruit,checkout,entrance
419,2019-09-02 08:22:00,128,checkout,LEFT,fruit
420,2019-09-02 08:16:00,129,spices,checkout,entrance
421,2019-09-02 08:17:00,129,checkout,LEFT,spices
422,2019-09-02 08:16:00,130,drinks,checkout,entrance
423,2019-09-02 08:18:00,130,checkout,LEFT,drinks
424,2019-09-02 08:20:00,131,dairy,checkout,entrance
425,2019-09-02 08:21:00,131,checkout,LEFT,dairy
426,2019-09-02 08:21:00,132,fruit,checkout,entrance
427,2019-09-02 08:23:00,132,checkout,LEFT,fruit
428,2019-09-02 08:22:00,133,dairy,drinks,entrance
429,2019-09-02 08:25:00,133,drinks,spices,dairy
430,2019-09-02 08:33:00,133,spices,dairy,drinks
431,2019-09-02 08:36:00,133,dairy,spices,spices
432,2019-09-02 08:41:00,133,spices,dairy,dairy
433,2019-09-02 08:45:00,133,dairy,fruit,spices
434,2019-09-02 08:46:00,133,fruit,checkout,dairy
435,2019-09-02 08:47:00,133,checkout,LEFT,fruit
436,2019-09-02 08:22:00,134,drinks,checkout,entrance
437,2019-09-02 08:26:00,134,checkout,LEFT,drinks
438,2019-09-02 08:22:00,135,dairy,checkout,entrance
439,2019-09-02 08:26:00,135,checkout,LEFT,dairy
440,2019-09-02 08:22:00,136,dairy,drinks,entrance
441,2019-09-02 08:26:00,136,drinks,fruit,dairy
442,2019-09-02 08:27:00,136,fruit,checkout,drinks
443,2019-09-02 08:28:00,136,checkout,LEFT,fruit
444,2019-09-02 08:22:00,137,fruit,checkout,entrance
445,2019-09-02 08:26:00,137,checkout,LEFT,fruit
446,2019-09-02 08:22:00,138,fruit,dairy,entrance
447,2019-09-02 08:23:00,138,dairy,spices,fruit
448,2019-09-02 08:24:00,138,spices,drinks,dairy
449,2019-09-02 08:25:00,138,drinks,checkout,spices
450,2019-09-02 08:29:00,138,checkout,LEFT,drinks
451,2019-09-02 08:22:00,139,dairy,checkout,entrance
452,2019-09-02 08:25:00,139,checkout,LEFT,dairy
453,2019-09-02 08:22:00,140,fruit,checkout,entrance
454,2019-09-02 08:25:00,140,checkout,LEFT,fruit
455,2019-09-02 08:23:00,141,fruit,checkout,entrance
456,2019-09-02 08:25:00,141,checkout,LEFT,fruit
457,2019-09-02 08:23:00,142,dairy,drinks,entrance
458,2019-09-02 08:28:00,142,drinks,checkout,dairy
459,2019-09-02 08:30:00,142,checkout,LEFT,drinks
460,2019-09-02 08:23:00,143,dairy,drinks,entrance
461,2019-09-02 08:26:00,143,drinks,checkout,dairy
462,2019-09-02 08:27:00,143,checkout,LEFT,drinks
463,2019-09-02 08:26:00,144,drinks,spices,entrance
464,2019-09-02 08:31:00,144,spices,drinks,drinks
465,2019-09-02 08:35:00,144,drinks,checkout,spices
466,2019-09-02 08:36:00,144,checkout,LEFT,drinks
467,2019-09-02 08:26:00,145,drinks,checkout,entrance
468,2019-09-02 08:27:00,145,checkout,LEFT,drinks
469,2019-09-02 08:26:00,146,dairy,spices,entrance
470,2019-09-02 08:28:00,146,spices,drinks,dairy
471,2019-09-02 08:29:00,146,drinks,spices,spices
472,2019-09-02 08:31:00,146,spices,checkout,drinks
473,2019-09-02 08:33:00,146,checkout,LEFT,spices
474,2019-09-02 08:28:00,147,dairy,fruit,entrance
475,2019-09-02 08:30:00,147,fruit,spices,dairy
476,2019-09-02 08:31:00,147,spices,fruit,fruit
477,2019-09-02 08:32:00,147,fruit,drinks,spices
478,2019-09-02 08:34:00,147,drinks,checkout,fruit
479,2019-09-02 08:38:00,147,checkout,LEFT,drinks
480,2019-09-02 08:28:00,148,spices,checkout,entrance
481,2019-09-02 08:30:00,148,checkout,LEFT,spices
